VideoID,Comment
RQ3zL56lNiI,Abba .. ఏం పౌరషం. ....ఈ పౌరషం. .... పుష్కరాల్లో 29 మంది చనిపోయినప్పుడు ఏం అయ్యింది? వరదల్లో  ప్రజలు ఇబ్బంది పడినప్పుడు ఏం అయ్యింది? ఇచ్చిన హామీలు పై మీ పౌరషం ఏం అయ్యింది? కేవలం CBN కి వంతపడటానికే ఈ పౌర్షమా?  CBN డైవర్సన్ పాలిటిక్స్ కి భలివ్వొద్దు.
RQ3zL56lNiI,Great leader
RQ3zL56lNiI,Sadaa divyamgaa vardhillandi Naayanaa. U R a Great Leader!! Shathamaaanam Bhavathi!! Just after 10 years you would definitely be Prime Minister of Bharatha Varsha! All t😢😅he best!!
RQ3zL56lNiI,"Nuvu hinduvulu gurinchi matladuthunavuu antey chala viduranga undi, muddu pellilu chesukuna neeku hindu sampraday antey telusa, assalu neelanti valla valley hindu matham alaga ayipotundi, poojallu chesthu, devudu meeda promise chesi abadam chepey vallu chala mandi unnaru, asallu oka women yedipinchadamey  ye matham lonaina adi chala papam, nuvu papapunaya gurinchi matladuthunava"
RQ3zL56lNiI,Super Anna keep it up
RQ3zL56lNiI,save Sanatana Dharma
RQ3zL56lNiI,ప్రకాష్ రాజ్ అనేవాడు క్రిప్టో క్రిష్టియన్. వాడు సంకరజాతి కుక్క
RQ3zL56lNiI,Prakashraj ni boycott cheioli
RQ3zL56lNiI,Pora package dog 🐕
RQ3zL56lNiI,ప్రకాష్ రాజ్ ఏమన్నారు తప్పు జరిగింది అంటున్నారు కదా enquiry చేయండి అంటున్నారు.... దాంట్లో తప్పు ఏ ముంది....
RQ3zL56lNiI,శభాష్ పవన్ గారు చాలా చక్కగా మాట్లాడారు మరి దళితులు గిరిజనుల& మైనార్టీ సిక్కులు మీద బి.జె.పి మరియు ఆర్ ఎస్ ఎస్ వారు దాడులకు పాల్పడ్డారు మరిమీరు తాట తీస్తారా?. లేదా సినిమాలు తీస్తారా???.
RQ3zL56lNiI,July nundi yekkada padukunnaaru...worst Govt.. diversion politics
RQ3zL56lNiI,కల్తీ లడ్డులు విషయం గురించి దేవర టీం సపోర్ట్ చేయాలి.
RQ3zL56lNiI,Oray govt manadi raa CBI yeandi raa
RQ3zL56lNiI,"ఆ లాయర్ కి మెదడు మోకాలిలో జారినట్టు ఉంది, వాడు నెయ్యి కంటే అనిమల్ ఫ్యాట్ (పంది కొవ్వు విలువైనది అంటాడు, హిందువులు ఎంతో పవిత్రంగా భావించే మహా ప్రసాదంలో ఒక రేణువు అనిమల్ ఫ్యాట్ ఐన పండి కొవ్వు అయినా అది అపవిత్రంగానే భావిస్తారు హిందువులు అది తెలుసుకో రా వెదవ."
RQ3zL56lNiI,ವ್ಯದವ ದೊಂಗಸಚ್ಚಿನೊಡು ಪ್ರಕಾಶ್ ರಾಜ್
RQ3zL56lNiI,వాడికి బలిసి కొట్టుకుంటున్నాడు
RQ3zL56lNiI,"Ninna emo Christian and Muslim community ki emanna ayithey jagan oppukuntada ani ipudu emo mata marchi prema antunnaru, 2 way politics"
RQ3zL56lNiI,"I appreciate jagan for never doing ugly politics like cbn, pawan."
RQ3zL56lNiI,"అరేయ్ నీకు పూల జడ ఒక్కటే తక్కువ అయింది 
మొగోల్లల్లో ముత్తయిదువు రా నువ్వు 
నీ అసలు రంగు ఇప్పుడు బయట పడింది 
ఇంత మాత్రానికి చేగువేరా, భగత్ సింగ్, అంబేద్కర్, జ్యోతిబా పూలె  పేరులు ఎందుకు వాడుకున్నావ్ 
నిన్ను చూస్తే ఊసరవెల్లి కూడా సిగ్గు పడుద్ది 
నీ అంత కుల గజ్జి మత  పిచ్చి ఉన్న లుచ్చా గాడిని నేను ఇంతవరకు చూడ లేదు"
RQ3zL56lNiI,జగన్ వీరాభిమానులు సోషల్ మీడియాలో చాలా ఉన్నారు
RQ3zL56lNiI,State lo vunna govt manade center lo vunna govt manade.Action thesukokunda e kadhalenduku annayya.జగన్ కి మోడీ మద్దతు పూర్తిగా ఉంది. భవిష్యత్ లో  కూడా మోడీ మద్దతు పూర్తిగా ఉంటుంది.రాష్ట్ర-దేశ ప్రయోజనాలకంటే రాజకీయ అవసరాలే మోడీకి ముఖ్యం.జగన్ మోడీకి దత్తపుత్రుడని గతంలోనే కేంద్ర ఆర్ధిక మంత్రి నిర్మలా సీతారామన్ పార్లమెంట్ సాక్షిగా చెప్పడం జరిగింది.మోడీ మద్దతు ఉన్నంత కాలం జగన్ రెడ్డి వెంట్రుక కూడా ఎవ్వరూ పీకలేరు.
RQ3zL56lNiI,Sir super
RQ3zL56lNiI,Kukka katuki cheppu deppa. Pawan Kalyan garu cheppu tho kottinattu baga gaddi pettaru Prakash Raju Gadiki
RQ3zL56lNiI,Hindus don’t have rights to speak in india
RQ3zL56lNiI,Pavan Kalyan garu you are really hero sir
RQ3zL56lNiI,Super 🙏🙏
RQ3zL56lNiI,మీరు ఎంత ఆవేశంగా మాట్లాడినా మీరు బానిస కుక్కే
RQ3zL56lNiI,ప్రకాష్ రాజ్ వాడు పోరం బోకు పట్టించి కొని అవసరం లేదు
RQ3zL56lNiI,నా చిన్నప్పటి నుంచి చూస్తున్న నేను పాటించే హిందూ ధర్మం మీద ఎంతోమంది  ఎనలిస్టు ల పేర్లతో నా సనాతన ధర్మం మీద దాడి చేస్తూనే ఉన్నారు మొదటిసారిగా నేను చూస్తున్న సనాతన ధర్మం మీద దాడి చేస్తే ఎదురు దాడి చేసే మొనగాడు పుట్టాడని ఈరోజు తెలుసుకున్న ఇంక మీదట ఏ హిందువైనా తల ఎత్తుకొని జీవించగలిగే స్వేచ్ఛ ఉందని భావిస్తా
RQ3zL56lNiI,Prakash raj ki dhula ekuva
RQ3zL56lNiI,Tappuga matladite a kidukulu hindivilaki puttinatlu kadu ra
RQ3zL56lNiI,"Chesey panulu ani chetha panulu chepey vi sriranga neethulu, ee over action antha cinemalo chesuko baguntundi"
RQ3zL56lNiI,"Orey chembaa gadu cbi vaddu antundu, ttd lo neeku pachina laddulu pampina bjp vallunnaru, nee double tongue matalu tho tappudari pattistunnav, baptism teesukunnodivi, cheppulesukuni devuni pratimalu andukune todivi, beef tinamani prothsa hinchetodivi, mee nanna pujalo cigarette mandu tagevadu ani cheppetodivi, donga deekshalu chesevadivi, farm house llo porilatho porletodivi, pellalani pletlu marchi natlu marchetodivi, neeku manchi chedulu grahinchaleni vadivi, chembaa sanka nakevadivi,
Nuv hindu dharma parirakshakudivaa, 

Orey nee bhuddi marchu ko"
RQ3zL56lNiI,"సనాతన ధర్మం గురించి మాట్లాడే ఇలాంటి వాళ్ళు, వాళ్ళు పాటిస్తున్నారో లేదో కూడా తెలుసుకోవాలి...
1) ఏకో ధర్మం పత్ని ( రామాయణం నుంచి )
2)పునర్జన్మ సిద్ధాంతం 
3)సచేలా స్నానం 
4) వాళ్ళు పదవిలో ఉన్నప్పుడు వాళ్ళ రాజ్యం లో ప్రజల మాన, ప్రాణ, ఆస్తి నష్టం జరగకుండా కాపాడాలి.....
పై నాలుగింటిని చంద్రబాబు కానీ, పవన్ కళ్యాణ్ కానీ  పాటించలేదు... అలాంటప్పుడు వీళ్ళకి సనాతన ధర్మం గురించి మాట్లాడే హక్కు లేదు.... దీక్షలు చేసే హక్కు అంత కన్నా లేదు... 
కేవలం రాజకీయం కోసమే ఇలా చేస్తే మట్టి కొట్టుకుపోతారు తప్పు చేసిన వాళ్ళు....
ఇది సత్యం.... 🙏"
RQ3zL56lNiI,Pora vizag steel plant nee diver cheyaku
RQ3zL56lNiI,Ni state lo unbe Jagan Ni okka mata anadam ledu...papam prakash raj paina enti. Antha prathapam....niku antha dhairyam unte arrest first jagan.....picchodu kakapothe evaro tappu cheste nivu yagam cheyatam ento..bagane kapaduthunnav jagan ni..
RQ3zL56lNiI,Jai power ⭐⭐⭐⭐⭐⭐
RQ3zL56lNiI,pk tirupathi velli enni years tho vellado telusa
RQ3zL56lNiI,Correct ga cheparu sir.
RQ3zL56lNiI,ఇంకో 6 నెలలు ఏమీ చెయ్యకరలేదు.... ఇలాగే లాక్కొని రావచ్చు...... అన్నీ గోవిందా....
RQ3zL56lNiI,Prakash raj over action chesthunnadu vaaduni chepputho kottali
RQ3zL56lNiI,Hat's of to you sir
RQ3zL56lNiI,"చాలా ప్రజా సమస్యలు,విశాఖ ఉక్కు,సూపర్ సిక్స్,మెగా డీఎస్సీ,మొదలైన వాటి నుండి ప్రజల దృష్టి మళ్లించేందుకు కూటమి ప్రభుత్వం ఈ లడ్డు వివాదం తెర పైకి తెచ్చింది."
RQ3zL56lNiI,ఇందులో దారి మళ్లించడానికి ఏముంది హిందువులు అతి పవిత్రంగా భావించే లడ్డు మీద కల్తీ అని తెలిసినప్పుడు హిందువులు పడే బాధ మీకు అర్థం కావటం లేదా
RQ3zL56lNiI,"సేవ్ సిరియా, సేవ్ గాజా ఇవైతే మాత్రం చాల అవసరం."
RQ3zL56lNiI,Okay Criminal ki support chese L kodukulu don't watch this video
RQ3zL56lNiI,Jai Hindu🕉️🕉️🕉️🕉️
RQ3zL56lNiI,mari CBI Enquiry veyye ra yedhava ...
RQ3zL56lNiI,Good
RQ3zL56lNiI,❤ ❤ ❤
RQ3zL56lNiI,prakashraj cheppindi investigation chesi evaru chesaro pattukondi.ala cheyyakunda ila nationalwide lo godava cheyyadam paddathikadu ani.andulo tappemundi?ayanemi miku vyathirekanga matladalede?evaru chesaro pattukomannaru anthe.
RQ3zL56lNiI,ప్రకాష్ రాజ్ పెట్టిన మెసేజ్ సరిగ్గా చదివి ఆ తర్వాత మెసేజ్ పెట్టండి అయినా మీరు చెప్పింది మెసేజ్ పెట్టి ఉంటే పవన్ కళ్యాణ్ అలా మాట్లాడే వారు కాదు
RQ3zL56lNiI,Super game
RQ3zL56lNiI,Natana ekkuve pawan kalyan ku
RQ3zL56lNiI,Em roii Rice bag na kodaka
RQ3zL56lNiI,real man
RQ3zL56lNiI,Aa lanjakodukuni kottandi pichikukkani kottinattu kottali
RQ3zL56lNiI,Babu is pink diamond Donga
RQ3zL56lNiI,Babu don't want Medical seats in AP he want laddu Heritage gift se
RQ3zL56lNiI,All topic diversion from which Steel Plant to Vijayawada rain affected people
RQ3zL56lNiI,Parkashraj gadu west gadu
RQ3zL56lNiI,Babu want to sell Heritage ghee all drama
RQ3zL56lNiI,Thanks making AP has North India
RQ3zL56lNiI,Your wife and you are Christiano
RQ3zL56lNiI,నువ్వొక తప్పు బెవ్కుఫ్ గాడివి
RQ3zL56lNiI,What about  beef biryani
RQ3zL56lNiI,ప్రకాష్ రాజ్ అనే లంజకొడుకు ఎన్ని మొడ్డలకు పుట్టాడో చెత్త లంజకొడుకు
RQ3zL56lNiI,Super Anna correct ga chapav ✊✊✊✊prakash raj waste fellow they don't know about Santana ☸️ధర్మా
RQ3zL56lNiI,Proud to be Hindu
RQ3zL56lNiI,నందా గాడికి పగిలింది 😂
RQ3zL56lNiI,ప్రకాశ్రాజ్j గారు ఏమిటన్న గారు ప్రకాశ్రాజ్ గాడు అను
RQ3zL56lNiI,ప్రకాష్ రాజ్ కి దురద ఎక్కువ తోక కత్తిరించాలి అది మీవల్లె అవుతుంది పవన్ కళ్యాణ్ గారు
RQ3zL56lNiI,Lowdaga ani marustaru tappu chesina vaadini bokka lo vastaru nv wait chey🐏
RQ3zL56lNiI,Great man
RQ3zL56lNiI,Prakash raj garu hinduvulakumatramesecluraijm emicheputunnaru gouravamdakkinchukondi
RQ3zL56lNiI,మెంటల్ నాకొడుకు ప్రకాష్ రాజ్ కరెక్ట్ గా బుద్ది చెప్పేరు సార్.
RQ3zL56lNiI,Great leader ❤
RQ3zL56lNiI,బాగా మాట్లాడారు సార్
RQ3zL56lNiI,Enni school lo saduvuthavrayya nuv
RQ3zL56lNiI,11 schools lo🤣🤣
RQ3zL56lNiI,@@eswarbevara5205 puttindi kuda 11 urlalla
RQ3zL56lNiI,Cry PPL always cry
RQ3zL56lNiI,Ledu nuvu ne ammani dengite puttina nakodaka vi kada
RQ3zL56lNiI,@@udayyash1 kaadu chanchal kuda lo🤗😂
RQ3zL56lNiI,"​@@udayyash1
11 is a great number"
RQ3zL56lNiI,@@srinivasarao4908 single ga poti chesi   okkati gelichina daniko range untadi 🤙
RQ3zL56lNiI,"@@udayyash1 
Jagan ki undhi ga 
Pulka naa dokalara 
Entha sepu politcs elections thappa 

Ikkada issue enti ani kuda ardam kani LK gallu meeru .
Abba peru cheppi sevam chupinchi CM iypoyonidiki Support chesthu 

Kastapade vadini avamanichadam"
RQ3zL56lNiI,ముస్లింలతో కలిసి గొడ్డు మాంసం తిన్నప్పుడు ఎక్కడికి పోయింది రా హిందుత్వం నువ్వు మాల వేసుకుంటున్నా కానీ నీకు నిబంధనలు తెలుసా మాల వేసుకున్న వారు ఏ విధంగా ఉండాలో నువ్వు ఏ విధంగా ఉంటున్నావు అర్థం అవుతుందా
RQ3zL56lNiI,Villu 6 garunty lu ivvaleka indantha chesi prajalanu tappu daaripattisturu
RQ3zL56lNiI,Mee thuglak gaadu telichina 3 months lone 9 🪨 ichesada 🐏
RQ3zL56lNiI,"Enti ra nee gola
Ee issue ranappudu kuda janam adagadam ledu 
Mee ycp batch thappa evaru 6 garuntee lu gurinchi adagadam ledhu"
RQ3zL56lNiI,Ni goverment ochaka marchakapoyav laddu tender lowdaga
RQ3zL56lNiI,Marcharuraa gorre bidda 🐑🍆🍆🍆
RQ3zL56lNiI,Religion change avvagane antha mathonmadam vachesthundaraa miku
RQ3zL56lNiI,@@SUPER-STAR. Ichina okka hami Peru cheppura
RQ3zL56lNiI,"​@@udayyash1
Pensions"
RQ3zL56lNiI,@@srinivasarao4908 adi andaru ichede kothaga ichindi m undi
RQ3zL56lNiI,@@udayyash1 ఒరేయ్ మతం మారినా గొర్రె... ఇష్యూ ఇక్కడ ప్రసాదం మీద... మాది తెలంగాణ దేవుడు జోలికి రాకు అప్పటి హిందూవులు కాదు ఇప్పుడు ఓపిరాడకుండా చేస్తారు. హామీలు అంటావా యేసు రెడ్డి కంటే మంచి పాలన ఉంటుంది
RQ3zL56lNiI,@@udayyash1 మతం మారగానే బుర్రలేని గొర్రె అయ్యావ్ సిగ్గుండాలి... రెఫరెన్స్ పెడతాను చదువుకో గొర్రె🐑🍆🍆🍆
RQ3zL56lNiI,"@@udayyash1 ఆదికాండము (19:36)(20:12) (35:2) (38:9,10)(38:15,16) లేవీయకాండము (26:27,29) ద్వితీయేపదేశకాండము (13:6,7,8) (22:21) (28:57) నహూము 3:5 ఒకటవ కోరింథీయులకు 7:36 యోహాను (2:7-10 వచనాలు) మార్కు (16:16) (3:21) యెషయా (3:17) యిర్మియా (13:26) యెహేజ్కేలు  (4:12) (16:37) (23:3) (23:8,20,21) (ద్వితియోపదేశకాండము (28:57) ఒకటవ సమూయేలు (15:3) (18:27) రెండవ సమూయేలు (12:8,11,12,15) (16:22) (13:11,14)  సామెతలు 5:19 పరమగీతము (1:13) (2:3) (4:5)(7:7,8) (8:1,8,10)"
RQ3zL56lNiI,"@@udayyash1 
Enti ra andaru ichedhi 
Vachina ventane pensions penchadu 
Governament lo pani chese chinna pedha employees andarik salaries paddai 
Panchayathi laki money vellai 

Center nundi Backdrop areas lo budget thechadu ."
RQ3zL56lNiI,@@srinivasarao4908 👏👏super
RQ3zL56lNiI,Great words Pavan Kalyan sir
RQ3zL56lNiI,Nuv Dy CM vaaa...??
RQ3zL56lNiI,Y not 175 brama lonchi bayatiki vaste telustundi🤣
RQ3zL56lNiI,More than
RQ3zL56lNiI,Jagan gadu Opposition leader aa
RQ3zL56lNiI,​@@eswarbevara5205next evaritho pothu
RQ3zL56lNiI,Pavan anna correct
RQ3zL56lNiI,Hat saff to you sir ❤. Maybe we can't fight like you because of the middle class families We have fears but We will support you with my vote in my lifetime.
RQ3zL56lNiI,You are obsolutely currect sir.
RQ3zL56lNiI,మీ ఉపన్యాసం బావుంది సర్.
RQ3zL56lNiI,Asslu prakash Raju yavadu soli gadu
RQ3zL56lNiI,"Ee paki gadiki BJP mida hate kasta HInduism mida hate la maripoyindi. world terriosom lo most of the names ee reglion valavi untayi andarki telsu aina kuda HINDU le drohulu, Atankvad lu anni maname. As pawan anna said Secularism is two way. He always critcizes hindu gods & our culture. ippudu kuda BJP backbone la support ivvakpothe inka waste"
RQ3zL56lNiI,❤❤❤🕉️🕉️🕉️👏👏🙏
RQ3zL56lNiI,మాట్లాడకూడదని Anna వాడికి కొవ్వు తీయాలని నా డిమాండ్
RQ3zL56lNiI,Great sir
RQ3zL56lNiI,ప్రకాష్ రాజ్ ని చెప్పుతో కొట్టి పక్కన పెట్టి ఉండాలి అప్పుడే మీరు సపోర్ట్ చేసిర్రు చెత్త లంజా కొడుకు శ్రీ వెంకటేశ్వర స్వామి లడ్డు అపవిత్రం చేసి స్వామివారిని అపవిత్రం చేస్తే
RQ3zL56lNiI,Prakash Raj gadi ni telugu cinima llo bann cheyyali nakodukuni
RQ3zL56lNiI,జగన్ చెత్త లంజాకొడుకు తల భారతి తల నరికి ప్రకాశం బ్యారేజ్ మీద వేలాడతీయాలి నిజమైన ఆంధ్రప్రదేశ్లో ఉన్న బిజెపి వాళ్లు ఆర్ఎస్ఎస్ వాళ్లు
RQ3zL56lNiI,సుబ్బి గాడి పెళ్ళాం బైబిల్ తో ఉంటది సుబ్బి గాడు సూపర్ స్వామి రేయ్ జగన్ ని పెళ్ళాం భారతి రెడ్డి పూకులో నా మడ్ద 🙏🏽
RQ3zL56lNiI,"తప్పు చేసినట్టు ప్రూఫ్స్ ఉంటే జైల్లో వెయ్యండ్రా బాబు అంటే, మీడియా ముందుకొచ్చి కుక్కలా మొరుగుతుంటారు"
hcfLauO4sC4,Love u annaya
hcfLauO4sC4,Don't worry Anna we all wise saport to you ❤❤❤❤❤❤❤ Jai NTR ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉Devera Super Blockbuster ❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉
hcfLauO4sC4,Cinema story bagunte chaalu
hcfLauO4sC4,😢 sir please
hcfLauO4sC4,మీకు ప్రీ రిలీజ్ ఈవెంట్స్ అచ్చు రాలేదు. ఒకవేళ జరిగిన ఏమైనా అవచ్చు ఎవరికి అయినా. కాన్సెల్ అవడమే బెటర్ అని నా ఫీలింగ్.
hcfLauO4sC4,తక్కువ తగవలసింది అన్న మొఖం ఉబ్బి కళ్ళు లోతుకుపోయాయి
hcfLauO4sC4,Thanks annaya movie superb hit pakka love you annaya ❤
hcfLauO4sC4,Event jaragaka pothe movie flap avuthundhi pakka
hcfLauO4sC4,మీ అమ్మమ్మ చెప్పిందా రా
hcfLauO4sC4,Event jaripinchalasindhee
hcfLauO4sC4,down ntr
hcfLauO4sC4,Down Lo Undi Noti Lo Pettukuntava
hcfLauO4sC4,Ji.nt.r❤❤❤
hcfLauO4sC4,We can rock with movie anna once ntr fan always ntr fans❤
hcfLauO4sC4,Jai NTR
hcfLauO4sC4,Jai NTR
xvZhWoptUeY,Asal akada Karthi anadanilo tappemundi🤔
xvZhWoptUeY,I support Karthik .
xvZhWoptUeY,Ur correct sir
xvZhWoptUeY,😂😂😂😂  ఏం మాట్లాడుతున్నావో నీకు అయిన అర్థం అవుతుందా????? అర్థం లేని మాటలు మీకే సాధ్యం.
xvZhWoptUeY,Rechayakudtunaruu
xvZhWoptUeY,"Just one thing where was this man, when there was recent floods, honestly, who is mocking who? Please leave people alone.🙏, It was gut wrenching, seeing people suffer, and no help was there. Why are these coming out now? WHERE WERE YOU? HONESTLY."
xvZhWoptUeY,Orey 420
xvZhWoptUeY,Papam karthi em analedu oddu sensitive ani meme meda comment chesaru anavasaram ga irikistunnaru
xvZhWoptUeY,Poo ra puka nu fake news speed chasthu
xvZhWoptUeY,Sanathana dhrarmam gurinchi mi family ne cheppalli...rendu moodu pellillu ...pellam tho undagaane inko ammai ni kadupu cheyadam...pub la ki tiragadam... Ivanni sanathana dharmlo unnaya pk gaaru
xvZhWoptUeY,Pavan Kalyan కూడా అందరి లాంటి వాడే. కార్తీ చెప్పిందట్లో తప్పు ఏం  లేదు. రాజకీయ బలం చూసుకొని పొగరుగా మాట్లాడటం మిది తప్పు
xvZhWoptUeY,Rey package kukka karthik is correct
xvZhWoptUeY,Tappekkada undhayya
xvZhWoptUeY,Vedu monna government meeting lo cine actors meda matalduthadu eyana nithulu chepthunnadu
xvZhWoptUeY,Indirect ga rechakottadam😂
xvZhWoptUeY,Andulo am vundi dt cm garu  baga akkiva ayyindi miku
xvZhWoptUeY,"As prakash raj said pspk is creating a big issue,"
xvZhWoptUeY,"కుల,మత రాజకీయాలు ప్రజల మద్య ద్వేషాన్ని మాత్రమే నింపుతాయి, అధికారం కోసం ప్రజలను రెచ్చగొట్టడం క్రూరత్వం...."
xvZhWoptUeY,Package star
xvZhWoptUeY,Yemi pawan kalyan . Worst gaa region based politics yennduku ... manchi chestha annavuu cheyi . DONT DARE TO DO REGION POLITICS...
xvZhWoptUeY,Avunu sensitive talk avaraina badhapadatharu ani apesadu.
xvZhWoptUeY,Thuuuuu
xvZhWoptUeY,"Paachipoyina laddu annappudu, theliyaledha, laddu vishyam"
xvZhWoptUeY,Jai karthi Anna 🎉🎉🎉🎉❤❤❤
xvZhWoptUeY,"Too much adulteration in normal food, foucs on food adulteration mafia, please dont do communial politics"
xvZhWoptUeY,Pavala gaadu chombu Babu pedda paleyru work thappa eami le 😂😂😂😂
xvZhWoptUeY,Mataldithaiii meku support ga naii mataldali . lekapothaii mataladakudadu.anthai na
xvZhWoptUeY,సూపర్ 🚩🙏
xvZhWoptUeY,Vido kukka
xvZhWoptUeY,Prathidhi bhoothaddham petti choostey thappu ga kanapaduthundhi .
xvZhWoptUeY,CBI enquiry vesi matladu enduku sodi deggutunaru... Chetilo CBI pettukoni sodi cheppoddu..  devudi meda time pass rajakiyam chestunav waste gadivi
xvZhWoptUeY,Laddu issue is very sensitive annadu ...andulo thappem undi
xvZhWoptUeY,Ankornecheputokotalepankemalenadan
xvZhWoptUeY,Babu pk steel plant kosam maatladu...antha icchadu modi anduku silent ga unnav
xvZhWoptUeY,Karthik is a gentleman
xvZhWoptUeY,Will the so called hindu dharma rakshak pawan kalyan question about breaking of famed thousand pillared hall of tirumalai temple? Will he question the breaking of madapalli in the first prakaram od tirumalai temple? Why he simply crying on other religions? Why don't you put CBI enquiry on laddu and finish the matter?
xvZhWoptUeY,"Ippudu laddu ni elagina marustatu adi evvaru intha issue cheyakapoina adi jaruguthundi dani solution kosam evvaru intha issue cheyakapoina but chala problems ki solution  kosam public question cheyalsina avasaram vundi avi status lo pettukondi, vati gurinchi matladandi"
xvZhWoptUeY,Cheguvera roopam edi anna
xvZhWoptUeY,Pspk overaction
xvZhWoptUeY,Action king
xvZhWoptUeY,Jagan  kanna akkuvaga cheyatledule...muskoni kurcho 😡😡😡😡
xvZhWoptUeY,Sollu apara sollu dwngadam alavatu aipoendi first jobs tiyyadi laddu lu tarwata chuddam
xvZhWoptUeY,Vammo Too much Rechagottings 😂😂
xvZhWoptUeY,Chala danger ga unnavu kada Swamy
xvZhWoptUeY,"Pawan Kalyan garu, Karthi did not insult anyone's belief nor sarcasm."
xvZhWoptUeY,sarcasm eh vaddu annadu
xvZhWoptUeY,3pellilu ooka kadupu chittakarthi kukka veedu
xvZhWoptUeY,"Have few questions for DCM.
1. Derogatory comments made by DCM on “ Laddus”- Pachipoyina Laddu’s
2. You are primarily disqualified as Hindu when you had babies before you commit marriage “ you broke Hindu sanathana Dharma.
3. What happens to 30,000+ missing women’s cases that you alleged for.
4. What happen to vizag steel plant , you blamed BJP for that.
5. Sugali Preeti case?
6. As a DCM, why didn’t you call for CBI enquiry for TTD prasadam?
7. Bring out all the ghee prices which TTD bought previously atleast for past 15 years."
xvZhWoptUeY,Good questions from you.. but he is a modern God..he can't give answers to you. Actual answers should be leaked by Babu..😂
xvZhWoptUeY,Vidu gelavaka mundu prashnaistuna annadu gelichaka kuda prashanistunadu vidu yeppudu answer cheppedi😂😂😂😂😂
xvZhWoptUeY,ఒక పక్క దేశంలో మహిళలకు రక్షణ లేదురా సామీ అంటే ఏమిటండీ మతాల గురించి టాపిక్ డైవర్ట్ చేయకండి....
xvZhWoptUeY,"మా నాన్న హారతి పల్లెంలో సిగరెట్ వెలిగించే వాడు అన్నడు ఫేక్ గాడు
3 పెళ్లలు 2 కీప్లు వీడు sanatana ధర్మం కాపాడతాడు వావ్ AP వావ్ 
ఇ సార్ గతం లో హిందువులు తీవ్రవాదులంటే ప్రమాదం అన్నారు"
xvZhWoptUeY,హిందువులు కి ముస్లిమ్స్ కు మధ్య చిచ్చు పెడుతున్నారు నమ్మకండి
xvZhWoptUeY,Mundu AP lo vachina varadala valla padina road lu clean cheyandi
xvZhWoptUeY,Aa anchor di tappu.. asalu adhi hindu ye na
xvZhWoptUeY,Nuvuy recehkodtunnavu godavalu pedtunnavu eppudu nijivitam okdi kalupattukovadam
xvZhWoptUeY,Vidu pakka Schmr
xvZhWoptUeY,karthi em analedhu gaa
xvZhWoptUeY,karthi em analedhu gaa
xvZhWoptUeY,అదేంటో నువ్వు అధికారం లోకి వచ్చినప్పటి నుండి దీక్షల్లో ఉన్నావ్.భక్తి అధికారం వచ్చినప్పటి నుండే గుర్తుకొచ్చింది
xvZhWoptUeY,Dongga bhakthi
xvZhWoptUeY,Vidu mla ga elaga ayyadu ra
xvZhWoptUeY,Oka cinema natudu rajikeeya nayakudaithe...inthe untadi draamalu thappa
xvZhWoptUeY,"Super, pavan garu thanks for raising your voice against people whoalw fun of sentiments"
xvZhWoptUeY,Karthi gaaru cheppina dhantlo thappu emundho nak artham kavatledhu e vishayam lo koncham alochinchi matladalsindhi pk garu........ according to my knowledge Surya vaallaki jagan companies lo shares unnayani ala anipinchi undhochun
xvZhWoptUeY,PK విద్వేషాలు రెచ్చగొట్టడం మనరా బాబు😅😅
xvZhWoptUeY,velli yesuprabhu modda gudu
xvZhWoptUeY,Jai pspk
xvZhWoptUeY,3 pelli chesina nuvvu dharmam gurinchi maatladuthaava... Lajja koduka... Mugam choodu
xvZhWoptUeY,Respect you kalyan garu.
xvZhWoptUeY,Sensitive chesi...sensitive anaddhu antey enti ra nayana adhi?  Anni meerey matladandi raa.
xvZhWoptUeY,Em matladutunaru pspk garu.. Meeru  Mata rajakiyam chestunaru... Public lo.... Meeru Mata chicu pedutunaru..... Adi ekkadiki Dari testudho teliyadu......
xvZhWoptUeY,Normuy
xvZhWoptUeY,"అరే గూట్లే కార్తీ ఏం తప్పు మాట్లడ లేదు ఎందుకు బిల్డప్ ఇస్తాన్నవు, అమయకా ప్రజలనూ రెచ్చగొట్టి రాజకియ లబ్ధి పొందాలని చూస్తున్నావ్."
xvZhWoptUeY,Ban karthi movies
xvZhWoptUeY,Karthik emannadu nkardham kaledu denilo Conravarcy emundhi
xvZhWoptUeY,Correct ganey cheppadu kadha karthi em vundhi dhantlo
xvZhWoptUeY,Correct aah?? Navvukuntu edho joke la cheppadam correct aah?? Correct ga chepitey endhuku navvutharu akkada unnavaallu
xvZhWoptUeY,@@hariharana6285 orey ladoo topic ippudu sensitive topic a kadha ra kuyya
xvZhWoptUeY,already oka meme medha navuthuntay vadhu laddu gurinchi matladodhu andu antay comedy cheyadhu any chepadu
xvZhWoptUeY,​@@hariharana6285prathidhi bhoothaddham petti chooste tappu ganay kanipisthundhu
xvZhWoptUeY,sarcasm on a issue like this is not tolerated
xvZhWoptUeY,@@pawankumar786 sarcasm em ladhu already akkada meme chussi laughing adhey flow lo cheppadu
